0103050P0AAAFAF,Omeprazole_Cap E/C 10mg
20031600031,Atrauman Ag 10cm x 10cm Wound Dress Soft
20050100102,Kapitex Tracheo Cleaning Brush 12mm
20090000482,Comfifast 7.5cm x 1m (Blue) Stkntte Elas
20090000847,Tubifast 2-Way Stch Leggings 8-11 Yrs El
20090000980,Skinnies Clava 6 Months - 5 Yrs Elasctd
20120000120,Filmated Gz Swabs 10cm x 10cm BP 1988
21010900597,Autopen 24 3ml 1u (1-21u) Hypod Reusable
21020000784,Bard Biocath Compreh/Care Foy Tray Fle M
21160000055,Fresenius Ster Water Top Irrig 1L
22301003064,Coloplast_Conveen Optima Urisheath (Non
22601006000,Coloplast_Conveen Drain Bag 1500ml
23350103760,Hollister_Moderma Flex Midi Closed Pouch
23354803606,Convatec_Esteem Closed Pouch Lge Opqe S/
23460604602,Bullen_Absorbian Wand
23461064601,ProSys_Independence Absorbent Strips
23552405504,Jade_Chiron Flng 38mm Diam 16mm Deep
23600106245,Hollister_Moderma Flex Maxi Drnbl Pch Be
23600706350,Dansac_Nova 1 Mini E/Fld Soft Drnbl Bag
23604806234,Convatec_Esteem+ Drnbl Pch +Invis Outl S
23801068000,ProSys_Independence No Sting Barrier Fil
23851008510,Coloplast_Coloplast Prote Rings 30mm
23854108530,Salts_Prote Wafer 10cm x 10cm
23941009303,Coloplast_SenSura Flex Drnbl Bag Midi Op
23941009305,Coloplast_SenSura Flex Drnbl Bag Maxi Op
23944809583,Convatec_C/Sive Natura Drnbl Pch + Fltr
23960109705,Hollister_Impression C Convex Transpt Ba
0105020A0AAAAAA,Budesonide_Cap 3mg (E/C M/R Gran)
0203020I0AABIBI,Flecainide Acet_Liq Spec 10mg/5ml
0204000H0BKABAJ,Congescor_Tab 2.5mg (Tillomed)
0205051G0BCAAAA,Capozide_Tab 25mg/50mg
0206020R0BBAAAA,Adalat_Cap 5mg
0206030N0BBAAAA,Ikorel_Tab 10mg
0206030N0BBABAB,Ikorel_Tab 20mg
0208010W0AAANAN,Tinzaparin Sod_Inj 10 000u/ml 2ml Vl
0208020Y0AAABAB,Rivaroxaban_Tab 15mg
0212000AEAAAAAA,Nicotinic Acid/Laropiprant_Tab1g/20mgM/R
0212000D0BBAAAA,Bezalip_Tab 200mg
0301011R0BXAACB,Salbulin Novolizer_Inh 100mcg (200D)+Dev
0301011V0AAAHAH,Terbut Sulph_Tab 5mg
0301030C0BCABAC,Phyllocontin Fte Continus_Tab 350mg
0302000K0BFABAC,Budelin Novolizer_Inh 200mcg 100D Ref
0302000U0AAAAAA,Ciclesonide_Inh 80mcg (120 D) CFF
0402020G0BBAAAA,Depixol_Inj 20mg/ml 1ml Amp
0402020G0BBAGAI,Depixol Low Volume_Inj 200mg/ml 1ml Amp
0407010H0AACMCM,Paracet_Suppos 125mg
0408010W0AABVBV,Sod Valpr_Gran Sach 50mg M/R S/F
0501021M0BCABAB,Nicef_Cap 500mg
0803043N0BBAFAF,Sandostatin LAR_Inj 30mg Vl + Dil
0902011U0AAABAB,Pot Chlor_Oral Soln 375mg/5ml S/F
0904010AABDAAAL,Barkat_G/F W/F Bread-Mix Wte
0904010A0BBAKBF,Glutafin_G/F W/F Savoury Short Bisc
0904010H0BLAFAA,Lifestyle_G/F Pizza Base
0904010H0BQAAAA,Pasticely_G/F Pizza Base
090401000BBNBA0,Neocate Active_Pdr Sach 63g (Unflav)
090402000BBSUA0,Fresubin Thickened Stage 1_Syr (2 Flav)
090402000BBTXA0,Nutrison_800 Complete M/Fibre Liq
0906040G0BJABBR,Lamb_Vit D3 Tab 400u
091000000BBSXA0,Antox Version 1.2_Tab
1001010C0AAANAN,Diclofenac Sod_Cap 100mg M/R
1001010T0AAACAC,Tiaprofenic Acid_Tab 300mg
1106000T0BBABAB,Betagan_Eye Dps 0.5% 0.4ml Ud P/F
1301010D0AAAAAA,Cetomacrogol_Crm (For A) BP 1988
130201000BBLCA0,E45_Intense Recovery Lot
1304000T0AACDCD,Fludroxycortide_Tape 7.5cm x 200cm
1307000F0BBAAAA,Glutarol_Cutaneous Soln 10% W/V +Spatula
1310030C0BBAAAA,Zovirax_Crm 5%
1311020L0AAALAL,Chlorhex Glucon_Soln 0.5%
1311040K0AAASAS,Povidone-Iodine_Pdr Spy 1.14% 50ml
1404000H0BIAAAF,Inflexal V_Vac 0.5ml Pfs
20030100112,Medipore + 5cm x 7.2cm Pfa + Adh Border
20030100113,Medipore + 10cm x 10cm Pfa + Adh Border
20030100220,C-View 6cm x 7cm VP Adh Film Dress
20030600250,Allevyn Plus Adh 12.5cm x 12.5cm Wound D
20030900057,Mepilex Ag 10cm x 20cm Wound Dress Soft
20031600072,Allevyn Ag Gentle Border 12.5cmx12.5cm W
20031700004,Promogran Prisma 123 sq.cm Wound Dress P
20090000213,Tubigrip 6.75cm x 0.5m Stkntte Elasctd T
20090000490,Acti-Fast 3.5cm x 1m (Red) Stkntte Elasc
20090000491,Acti-Fast 5cm x 1m (Green) Stkntte Elasc
20090000494,Acti-Fast 7.5cm x 1m (Blue) Stkntte Elas
20100000638,Scanpor 7.5cm x 10m Surg Adh Tape Perm N
21010900604,BD AutoShield Needles Pen Inj Screw On 5
21020001006,Hollister Advance Intermit Fle 6-14 (25
21140000009,Cathejell Mono Lubricant Gel 12.5g
21200000040,Activa Leg Ulcer Hose Kit Sml Clsd Toe C
21220000217,Zeroneum Bath Add
21300000146,Systane Ultra Hydroxypropyl Guar Eye Dps
22021000501,Coloplast_Peristeen Anal Plug Lge
23350453544,B.Braun_Elite Closed Colo Bag Wte 30mm
23350703664,Dansac_Nova Colo Bag Opqe P/Cut 40mm
23350703683,Dansac_Nova Colo Bag Clr P/Cut 40mm
23354803590,Convatec_Esteem Closed Pouch Sml Opqe S/
23600106029,Hollister_Stoma Bag Opqe Drnbl K/S & Mic
23600706418,Dansac_NovaLife 1 Convex Midi Ileo Bag O
23603356048,Oakmed_Option Drnbl Ileo Pch + Fltr Clr
23604806137,Convatec_Esteem Drnbl Pouch + Invis Outl
23850908505,CliniMed_Essent Acc Hyperseal Washers Sm
23855908503,Peak_Varimate Resist H/Coll D/S Adh Wash
23900709017,Dansac_Nova Mini Cap Opqe P/Cut 40mm
0101021B0BQABAH,Acidex_Liq (Peppermint)
0106040N0AAADAD,Gppe Enem_Fleet Phos 133ml
0109040N0BBAEAI,Pancrex V_Tab E/C 60mg
0202020U0AAAAAA,Torasemide_Tab 2.5mg
0204000P0AAABAB,Pindolol_Tab 15mg
0205052N0AAAIAI,Losartan Pot_Oral Susp 12.5mg/5ml S/F
0206010F0BKABBI,Transiderm-Nitro 10_Patch
0206020R0CGAAAE,Calchan MR 10_Tab 10mg
0402010ADAAAFAF,Aripiprazole_Orodisper Tab 15mg S/F
0402010ADBBAGAG,Abilify_Oral Soln 1mg/ml
040201030BBAJAN,Risperdal Quicklet_Orodisper Tab 500mcg
0402020AABBACAC,Risperdal Consta_Inj Pdr 37.5mg Vl + Dil
0402020G0BBADAB,Depixol-Conc_Inj 100mg/ml 1ml Amp
0402020Z0BBACAB,Clopixol Conc_Inj 500mg/ml 1ml Amp
0403010R0AAALAL,Lofepramine HCl_Susp 70mg/5ml S/F
0403030P0BBADAK,Seroxat_Tab 10mg
0406000L0BBABAC,Kwells Kids_Tab 150mcg
0406000V0BBAAAA,Avomine_Tab 25mg
0407020G0BBACAF,Dhc Continus_Tab 120mg
040702040BBAEAE,Zydol SR_Tab 200mg
040702040BJABAH,Tramquel SR_Cap 100mg
0407041T0BBAJAC,Imigran Radis_Tab 100mg
0408010X0BBAAAA,Sabril_Tab 500mg
040801050AAAUAU,Topiramate_Cap 15mg
0409010Z0AAAGAG,Rotigotine_Transdermal Patch 3mg/24hrs
0410020B0BCAFBC,Nicotinell_Chewing Gum 2mg S/F (Fruit)
0410020B0BDAIBA,NiQuitin_Chewing Gum 2mg S/F (Mint)
0501013K0BBAKAG,Augmentin_Pdr For Susp 250/62mg/5ml S/F
0501030I0AAAHAH,Doxycycline Hyclate_Liq Spec 50mg/5ml
0501070N0BBAAAD,Fucidin_Tab 250mg
0505010H0BHAAAE,Pripsen_Pdr Sach
0601040E0AAAYAY,Diazoxide_Liq Spec 250mg/5ml
0604011L0BTAABE,Indivina_Tab 1mg/2.5mg
0704020N0BBAAAA,Detrusitol_Tab 1mg
0802020G0BCAAAG,Neoral_Oral Soln 100mg/1ml S/F
0902011U0BBABAB,Kay-Cee-L_Syr 375mg/5ml S/F
0902012L0AADCDC,Sod Chlor_Oral Soln 292.5mg/5ml S/F
0902021X0BCABAE,Mini-Plasco_Water For Inj 20ml Amp
0904010X0BGACAA,Juvela_L/P Loaf Wte (Cut)
090401000BBNNA0,PKU Lophlex LQ_10 Liq (4 Flav)
090401010BEACAA,Fate_L/P Choc Flav Cake Mix
090402000BBBGA0,Kindergen_Pdr
090402000BBHBA0,Nutrison Pack_Soya
090402000BBUBA0,Fortisip Compact Protein_Liq (4 Flav)
090900000BBKMA0,TwoCal_Liq
091200000BCJMA0,Solgar_N-Acetyl-L-Cysteine V/Cap 600mg
1002010Q0BBAAAB,Mestinon_Tab 60mg
1202010C0BDAAAA,Nasobec Aq_Nsl Spy 50mcg (200 D) 30ml
1203010Q0BDAAAC,Calgel_Teething Gel S/F
120301000BCBJA0,Rinstead_Pastil S/F
1302020D0BGABAG,Sprilon_A/Spy 115g
1305020C0BDABBC,Psoriderm_Crm
1307000K0BBACAB,Warticon_Crm 0.15%
1310020U0BCAAAE,Nystaform_Crm
1310020Z0BCABAE,Mycota_Pdr
1310050D0BIABAF,Savlon_First Aid Wash P/Spy 0.5% 100ml
1310050H0BBABAA,Crystacide_Crm 1%
1311040K0BEABAS,Savlon Dry_Antis Pdr A/Spy 1.14% 50ml
20020201117,Coban 2 Compression 5cm x 2.7m 2 Layer C
20030100066,Atrauman 5cm x 5cm Ktd Polyester Dress
20030100068,Atrauman 10cm x 20cm Ktd Polyester Dress
20030100221,C-View 10cm x 12cm VP Adh Film Dress
20030100223,C-View 12cm x 12cm VP Adh Film Dress
20030400175,Comfeel Plus Transpt 10cm x 10cm Wound D
20030400240,DuoDERM Signal 10cm x 10cm Wound Dress H
20030600163,Biatain Adh 12.5cm x 12.5cm Wound Dress
20030600344,Tegaderm Foam Adh Circ(Heel)13.9cmx13.9c
20031500051,Eakin Wound Pch Bung Closure Med 110mm x
20031600018,Urgotul SSD 11cm x 11cm Wound Dress Soft
20031900002,Acticoat 10cm x 20cm Wound Dress Silver
20031900011,Acticoat Absorbent 5cm x 5cm Wound Dress
20032100066,Pico 10cm x 20cm Wound Dress Pack
20040200644,Cutimed Sorbact Swab 7cm x 9cm Gz Dress
20090000959,CliniFast Leggings 5-8 yrs Elasctd Visco
20090001049,CliniFast Gloves Lge Adult Elasctd Visco
20100000617,Zn Ox 5cm x 5m Surg Adh Tape
21010600100,Dropper
21020000590,Bard Lubri-Sil Aquafil Foy Male 10ml Cat
21020001280,M.Sauer iQ Nelaton Male Size 12-16 (30-P
21220000227,Zerolatum Bath Add
21270000203,Jobst Bellavar Class 2 Thigh OpenToe+Slc
21280000104,Peristeen Tubes
21330000100,Rocket IPC Dress Pk + Btl Ind/Pleural Ca
23154101507,Salts_WipeAway Adh Remover Spy 50ml
23355603516,Welland_Colo Bag + S/Backing & Fltr Beig
23453374516,OstoMart_OstoMist Grapefruit P/Spy 50ml
23600106031,Hollister_Stoma Bag Opqe Drnbl K/S & Mic
23601006235,Coloplast_Assura Insp Midi Drnbl Bag H/A
23601006245,Coloplast_Assura Insp Maxi Bag H/Away Tr
23604806130,Convatec_Esteem Drnbl Pouch+Invis Outl M
23803368000,Opus_LaVera Barrier Crm Sach
23804108014,Salts_Peri-Prep Sens No-Sting Foam Appli
23850108500,Hollister_Skin Barrier 102mm x 102mm (Fo
23850108506,Hollister_Adapt Conformable Rings 27-36m
23851008501,Coloplast_Brava Prote Sheets Non Ster 15
23854108531,Salts_Prote Wafer 15cm x 15cm
23940109713,Hollister_Conform 2 + Lock/Roll Maxi Drn
23940109718,Hollister_Conform 2 + Lock/Roll Maxi Drn
23940109730,Hollister_Conform 2 Flat Barrier +Adh 70
23941009439,Coloplast_Assura B/Plt + 10mm S/H 40mm (
23941009500,Coloplast_Assura Midi Bag + S/Backing Cl
23944809652,Convatec_Consecura L/Prof Stomahesive Fl
23944809687,Convatec_Consecura L/Prof Urost Pch Fold
23944809690,Convatec_C/Sive Natura High Output Drnbl
23944809691,Convatec_C/Sive Natura High Output Drnbl
23944809701,Convatec_C/Sive Natura Flx Flng Wafer 10
23944809741,Convatec_Esteem Syner Skin Barrier+Flx C
23944809746,Convatec_Esteem Syner Closed Pch + Fltr
23944809751,Convatec_Esteem Syner Closed Pch + Fltr
23944809871,Convatec_Esteem Syner Drnbl Pouch+Invis
23944809887,Convatec_C/Sive Natura Stomahesive Flng
23944809897,Convatec_Esteem Syner Skin Barrier + H/C
23961009673,Coloplast_Sensura M/chamb Urost Bag Maxi
0101010C0AAAAAA,Alum Hydrox_Cap 475mg
0105010B0BBACAB,Asacol_Suppos 500mg
0106040M0BEAAAA,Laxagol_Oral Pdr Sach
0109010U0BCAAAB,Ursofalk_Cap 250mg
0202010P0BBABAD,Natrilix SR_Tab 1.5mg
0204000U0AAAAAA,Atenolol/Nifedipine_Cap 50mg/20mg M/R
020400060BBABAB,Celectol_Tab 400mg
0205051E0BBAEAE,Vascace_Tab 5mg
0205051H0AAAAAA,Enalapril/Hydchloroth_Tab 20mg/12.5mg
0205051H0BBAAAA,Innozide_Tab
0205051S0AAABAB,Felodipine/Ramipril_Tab 5mg/5mg M/R
0205051U0AAABAB,Trandolapril_Cap 1mg
0206010K0BXAAAP,Monomax SR 40_Cap 40mg
0206020C0BCACAC,Calcicard CR_Tab 90mg
0304010ACAAABAB,Levocetirizine_Oral Soln 500mcg/ml S/F
0402010X0BBAAAH,Stelazine_Tab 1mg
0403010F0BBAAAA,Anafranil_Cap 10mg
0404000M0BGACAK,Medikinet_Tab 20mg
0408010AHAAABAB,Lacosamide_Tab 100mg
0501013L0AAAAAA,Co-Fluampicil_Cap 250mg/250mg
0501090K0AAAHAH,Isoniazid_Tab 50mg
0601011N0BCAAAA,Ins Hypurin Bov Neutral_100u/ml 10ml Vl
0601060D0CUABA0,GlucoRx Nexus (Reagent)_Strips
0604011L0BJAAAL,Tridestra_Tab
0604011L0BTABBF,Indivina_Tab 1mg/5mg
0604020F0AAAAAA,Mesterolone_Tab 25mg
0606020A0BBADAC,Fosamax_Once Weekly Tab 70mg
0607010T0AAABAB,Quinagolide HCl_Tab 75mcg
0704020J0BGABAT,Lyrinel XL_Tab 10mg
0803042N0AAAAAA,Leuprorelin Acet_Inj 3.75mg Vl + Dil
0902013S0AAAPAP,Sod Bicarb_Tab 600mg
0904010AABJACAL,D/Spec_G/F W/F Wte Bread Mix
0904010U0BTAAAA,Livwell_G/F W/F Wte Bread (Cut)
0905011D0AAAEAE,Calc Carb_Tab 1.25g
0906011H0AAAFAF,Cod Liver Oil_Cap 500mg
090602800AACACA,Choline Dihydrogen Cit_Liq Spec 500mg/5m
0906040G0BUAACE,Natecal D3_Tab Chble 600mg/400u
0906040N0AACACA,Ergocalciferol_Inj 300 000u/1ml Amp
1001010AGAAAAAA,Diclofenac Pot_Tab 25mg
1001010X0BBAAAA,Relifex_Tab 500mg
1203010E0BBACAA,Difflam_Sore Throat Rinse Soln 0.15%
1203050A0AAAKAK,Mucin/Xylitol/Sorbitol_Loz 65/59/55.5mg
1304000G0AACBCB,Clobetasol/Neomycin/Nystatin_Oint
1304000H0AACACA,Gppe Crm_Trimovate
1304000S0BBAAAA,Cutivate_Crm 0.05%
1304000W0AABBBB,Hydrocort But_Scalp Lot 0.1%
1307000C0AAABAB,Formaldehyde_Soln Gel 0.75%
1309000I0BBABAA,Nizoral_Dandruff Shampoo 2%
1311010A0BDAAAK,Spirigel_Alcohol Hand Gel
20030100069,Atrauman 20cm x 30cm Ktd Polyester Dress
20030100105,Mesorb 10cm x 10cm Pfa Cellulose Dress
20030200045,Tegaderm Alginate Ag 5cm x 5cm Wound Dre
20030200054,SeaSorb Soft 10cm x 10cm Wound Dress Alg
20031000026,CliniSorb 10cm x 20cm Wound Dress Activa
20031600030,Atrauman Ag 5cm x 5cm Wound Dress Soft P
20031700035,Aquacel Ag 15cm x 15cm Wound Dress Prote
20040200431,Activon Tulle 10cm x 10cm Manuka Honey S
20050300235,SilBond Slc Glue 30ml Tracheo B/Aid
20090000960,CliniFast Leggings 8-11 yrs Elasctd Visc
20100000732,Transpore 5cm x 5m Surg Adh Tape Perm No
21010900689,GlucoRx Lancets 0.31mm/30 Gauge
21010900700,Comfort Point Needles Pen Inj Screw On 6
21012300100,Otovent Inflation Dev Auto
22301003066,Coloplast_Conveen Optima Urisheath (Non
22303953058,Rochester_Freedom Plus Sheath Med 28mm
22600506005,Bard_Uriplan One MT Drain Bag 2L (30 Dev
23351003771,Coloplast_Assura Insp Soft Seal Bag Maxi
23354103720,Salts_Confidence Comfort Closed Stnd Pou
23600106057,Hollister_Premium Transpt Karaya 5 Seal
23600706191,Dansac_InVent Convex Ileo Bag Opqe P/Cut
23604106430,Salts_Confidence Comfort Drnbl Pch Lge O
23604106462,Salts_Confidence Natural Drnbl Pch + C/B
23605606259,Welland_FreeStyle Vie Drnbl Ileo Pouch M
23944809837,Convatec_Esteem Syner Flat Skin Barrier+
23944809851,Convatec_Esteem Syner Pouch+Fltr+Invis O
0204000H0BFADAA,Cardicor_Tab 5mg
0205040D0BBADAQ,Cardura XL_Tab 4mg
0304010J0BBABAC,Atarax_Tab 25mg
0402030P0BDAAAL,Li-Liquid_Syr 5.4mmol/5ml
0407020Q0BHAFDR,Sevredol_Tab 50mg
040801050BBABAB,Topamax_Tab 100mg
0802010M0BBAAAA,CellCept_Cap 250mg
0803043P0BBABAB,Somatuline Autogel_Inj 60mg/0.3ml Pfs
0904010A0AABFBF,G/F /W/F_Bisc
090401000BBPXA0,S.O.S. 20_Pdr Sach 42g
1001022U0AAAAAA,Triamcinol Aceton_Inj 10mg/ml 1ml Amp
1106000P0BCAAAA,Dorzant_Eye Dps 2%
1303000AABCAAAA,Dermacool_Crm 0.5%
1307000V0AAAAAA,Imiquimod_Crm 5% Sach 250mg
20030100106,Mesorb 10cm x 15cm Pfa Cellulose Dress
20030100382,Tegaderm + Pad 9cm x 15cm VP Adh Film Dr
20030200055,SeaSorb Soft 15cm x 15cm Wound Dress Alg
20031000017,CarboFlex 15cm x 20cm S7662 Wound Dress
21020000739,Coloplast Folysil X-Tra Fle 12-18 10ml C
21160000107,Generics UK Sod Chlor Top Irrig 0.9% 20m
22501005012,Coloplast_Conveen Security+ Ster Leg Bag
22501005013,Coloplast_Conveen Security+ Ster Leg Bag
23303453000,Pelican_Adjustable Ostomy Belt
23453364516,Opus_DeoGel Deodorising & Lubricating Ge
23803458006,Pelican_Protect Plus Non Sting Barrier F
23941009466,Coloplast_Assura Maxi Closed Bag Opqe 50
0101021B0BEAVA0,Gaviscon Double Action_Liq (Aniseed)
0203020D0AAAYAY,Amiodarone HCl_Liq Spec 50mg/5ml
0203020G0BDABAC,Rythmodan Ret_Tab 250mg
020400040BBAAAA,Tenoret_Tab 50mg/12.5mg
0205051F0AADWDW,Captopril_Oral Susp 5mg/5ml
0205052R0AAABAB,Telmisartan/Hydchloroth_Tab 80mg/12.5mg
0206010F0BSABBH,Nitro-Dur_Patch 5mg/24hrs
0206020T0BFABAJ,Univer_Cap 180mg
0206020Z0AAABAB,Amlodipine/Valsartan_Tab 5mg/160mg
0206020Z0AAACAC,Amlodipine/Valsartan_Tab 10mg/160mg
0206040AFBCABAB,Hexopal Fte_Tab 750mg
0206040AHBBAAAA,Paroven_Cap 250mg
0209000A0BLAAAK,Micropirin EC_Tab 75mg
0301011B0AAABAB,Bambuterol HCl_Tab 20mg
0302000C0AAAQAQ,Beclomet Diprop_Pdr Inh 400mcg Disk Ref
0302000C0AABVBV,Beclomet Diprop_Inha 200mcg (200 D) CFF
0309010X0AAARAR,Pholcodine_Oral Soln 2mg/5ml S/F
0309010X0BFAAAL,Pavacol-D_Diabetic Mix S/F
0407010H0CIABAM,Lloyds_Paracet Capl 500mg
0407020A0BCABAJ,Actiq_Loz 400mcg
0407020A0BFACAF,Mezolar Matrix_TransdermalPatch 50mcg/hr
0407020L0BBAAAB,Meptid_Tab 200mg
040702040BDAHAD,Zamadol 24hr_Tab 150mg
0407041T0BBADAD,Imigran Subject_Inj 6mg/0.5ml Pfs + Dev
0408010D0BBAAAB,Trileptal_Tab 300mg
0409010T0BBAAAA,Eldepryl_Tab 5mg
0409010W0BBAEAE,Mirapexin_Tab 0.26mg M/R
0409010Z0BBAAAA,Neupro_Transdermal Patch 2mg/24hrs
0410020B0BDACAP,NiQuitin_Patch 7mg/24hrs (Step 3)
0601023R0AAABAB,Repaglinide_Tab 1mg
0601040E0AAAMAM,Diazoxide_Liq Spec 50mg/5ml
0601040I0BDACA0,GSF-Syrup_Gel Sach 18g (Orange)
0601060W0BDAAA0,GlucoMen LX Ketone Reagent_Strips
0904010H0BDAKAA,Juvela_G/F Fibre Loaf P/Bke
0904010U0BDADAA,Ener-G_G/F W/F Rice Loaf
090401070BIAAAI,Proceli_G/F W/F Wte Plain Flour
090402000BBKXA0,Resource_Fruit Liq (Orange)
090402000BBRWA0,Resource_Fruit Liq (Apple)
0905013A0BDAAAE,Magnaspartate_Gran Sach 6.5g
0905022S0BCABAC,Renvela_Oral Pdr Sach 2.4g S/F
1001010J0AAABAB,Ibuprofen_Cap 300mg M/R
1002020J0BBABAB,Dantrium_Cap 100mg
1201030F0AAABAB,Docusate Sod_Ear Dps 0.5%
1302010Z0BBAAAA,Eczmol_Crm 1%
1304000V0BQAAAD,Mildison Lipocream_Crm 1%
20020200812,Knit-Band 10cm x 4m Ktd Polyam & Cellulo
20020201080,K Two Size 0 (Short) M/Layer Compress Ba
20030600345,Tegaderm Foam Adh Oval 6.9cm x 7.6cm Wou
20090000833,Tubifast 2-Way Stch Vest L/S 8-11 Yrs El
20090000869,Comfifast E/Wrap Vest L/S 11-14 Yrs Elas
20090000883,Comfifast E/Wrap Leg 11-14 Yrs Elasctd V
20090001037,Comfifast MultiStretch 10.75cmx5m(Yell)S
20100000310,Blenderm 2.5cm x 5m Surg Adh Tape Imperm
21020000841,Bard Interglide Ctd Intermit Fle Nelaton
21190000004,Caphosol Soln
21220000213,QV Skin Lot
22501005052,Coloplast_Simpla Plus Leg Bag Ster 500ml
22505055009,Unomedical_Careline Leg Bag + Lever Tap
23200702001,Dansac_Soft Wire Ties Longer (Opqe)
23351003781,Coloplast_Assura Insp Soft Seal Bag Maxi
23500455000,B.Braun_Biotrol Flatus Fltr
23604106400,Salts_Confidence Comfort Drnbl Pch Opqe
23604806065,Convatec_Stomadress Drnbl Pouch Clr 8mm
23604806110,Convatec_Esteem Drnbl Pouch Lge Opqe S/H
23851008500,Coloplast_Brava Prote Sheets Non Ster 10
23941009321,Coloplast_SenSura Flex B/Plt 50mm P/Cut
23941009602,Coloplast_Assura Insp Maxi Closed Bag S/
23941009690,Coloplast_Assura Soft Seal B/Plt 60mm Fl
23941009957,Coloplast_SenSura Click Drnbl Bag Maxi O
23941009966,Coloplast_SenSura Click Flat B/Plt 50mm
23941009976,Coloplast_SenSura Click Soft Seal B/Plt
0206020F0BKABAC,Cardioplen XL_Tab 10mg
0402010ABBBAKAY,Seroquel XL_Tab 400mg
0407020ADBCAFAP,OxyContin_Tab 120mg M/R
0407020A0AAAJAJ,Fentanyl_Loz 400mcg
040702040BBACAC,Zydol SR_Tab 100mg
0407041U0BBABAB,Clotam Rapid_Tab 200mg
0408010G0AABEBE,Gabapentin_Oral Soln 400mg/5ml
0408010W0BIABBQ,Episenta_Cap 150mg M/R
0408010W0BIACBR,Episenta_Cap 300mg M/R
0601040I0BDABA0,GSF-Syrup_Gel Sach 18g (Mixed)
0604012S0BDAAAL,Utrogestan_Cap 100mg
0702020F0BBACAD,Canesten_Vag Tab 100mg + Applic
0904010H0BJANAA,Glutafin Select_G/F Fibre Roll Brown
090401000BBPBA0,PKU Anamix Infant_Pdr
090401090BCAAAB,Polycal_Pdr
0906024N0AABWBW,Pyridox HCl_Liq Spec 250mg/5ml
0906050P0BCABAB,Vita-E_Gels 200u
1001010AHBBABAB,Celebrex_Cap 200mg
1001010S0AAABAB,Sulindac_Tab 200mg
1001030F0AAAEAE,Penicillamine_Tab 125mg
1002020C0BBABAB,Lioresal_Liq 5mg/5ml S/F
1304000B0AAAAAA,Alclometasone Diprop_Crm 0.05%
20030100148,Mepore 9cm x 35cm Pfa + Adh Border Dress
20030400105,Tegaderm H/Coll Thin 10cm x 12cm Wound D
20090000891,Comfifast E/Wrap Mittens 2-8 Yrs Elasctd
23350703767,Dansac_NovaLife 1 Closed Colo Bag Midi O
23601006120,Coloplast_Assura Maxi Open Bag + S/Backi
0101021B0BQAAAH,Acidex_Liq (Aniseed)
0102000N0BBADAB,Buscopan Cramps_Tab 10mg
0103050P0AABNBN,Omeprazole_Oral Susp 5mg/5ml
0106010E0AAAHAH,Ispag Husk_Gran Eff Sach 3.5g Orange S/F
0202010P0BBAAAA,Natrilix_Tab 2.5mg
0203020I0BBAAAD,Tambocor_Tab 100mg
0203020I0BBACAK,Tambocor_Tab 50mg
0204000N0BFAAAB,Trasicor_Tab 20mg
0205051Q0BCADAD,Quinil_Tab 40mg
0212000B0AAAFAF,Atorvastatin_Liq Spec 20mg/5ml
0212000B0AAAPAP,Atorvastatin_Tab 60mg
0302000C0AAAHAH,Beclomet Diprop_Pdr Inh 200mcg Disk+Dev
0302000R0AAAAAA,Mometasone Fur_Pdr For Inh 200mcg (30 D)
0401010ADAAATAT,Melatonin_Liq Spec 2.5mg/5ml
0402010A0AAALAL,Amisulpride_Oral Susp 25mg/5ml
0406000J0AAANAN,Domperidone_Orodisper Tab 10mg S/F
0407020Q0BIADDV,MXL_Cap 120mg
0409010H0BBACAC,ReQuip_Tab 2mg
0409010P0AAAAAA,Pergolide Mesil_Tab 50mcg
0410020A0BBAAAA,Zyban_Tab 150mg
0410020B0AABSBS,Nicotine_Chewing Gum 2mg S/F (Icy Wte)
0501070U0AAABAB,Vancomycin HCl_Cap 250mg
0501120X0AAABAB,Levofloxacin_Tab 250mg
0503021E0AAADAD,Famciclovir_Tab 500mg
0601011L0BBABAB,Ins Humalog_100u/ml 10ml Vl
0601012S0AAATAT,Ins Isop_Inj (Pore) 100u/ml 3ml Cart
0603020L0AAABAB,Hydrocort Sod Phos_Inj 100mg/1ml Amp
0603020L0BBAAAB,Efcortesol_Inj 100mg/1ml Amp
0604011Y0BBAAAA,Livial_Tab 2.5mg
0604012M0BCAAAB,Provera_Tab 5mg
0904010AQBBAEAA,Loprofin_L/P Pasta Penne
0904010U0BDAHAA,Ener-G_G/F W/F Seattle H/Burg Roll Brown
0904010U0BIAIAA,Barkat_G/F W/F Baguette P/Bke
0904010U0BIAMAA,Barkat_G/F W/F Wholemeal Bread Sliced
0904010U0BSADAA,Wellfoods_G/F W/F Pizza Base
0904010W0BFABAE,Juvela_L/P Cookie (Cinnamon/Orange)
0906070T0BCAAAA,HealthAid_Multivit Cap
1001010R0BHAAAK,Brexidol_Tab 20mg
1003020M0BBABAB,Traxam_Foam Aero 3.17% 100g
1103010C0BBABAA,Chloromycetin_Redidps 0.5%
1203010M0BBAAAA,Corlan_Pellets 2.5mg
1304000L0BBABAB,Nerisone_Oily Crm 0.1%
1305030B0AAAAAA,Pimecrolimus_Crm 1%
1502010C0BBAJAD,Marcain_Plain Inj 0.5% 10ml Polyamp
20030500102,Iodoflex Paste 17g Wound Dress H/Gel Ste
